DISTRITO,COD_DIST,UGM,P90_Mean,P90_Dstdev,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,CATEGORIA_AMENAZA_LLUVIOSA
Liberia           ,50101,43141,2488.721,2.377,26.902,Medio
Liberia           ,50101,43145,2510.363,0.729,29.051,Medio
Liberia           ,50101,43168,2447.221,2.925,22.78,Bajo Medio
Liberia           ,50101,43177,2502.2,0.688,28.24,Medio
Liberia           ,50101,43179,2449.925,2.922,23.048,Bajo Medio
Liberia           ,50101,43181,2468.963,0.794,24.939,Bajo Medio
Liberia           ,50101,43189,2500.645,0.676,28.086,Medio
Liberia           ,50101,43194,2486.913,2.606,26.722,Medio
Liberia           ,50101,43221,2365.135,1.72,14.627,Bajo
Liberia           ,50101,43224,2515.581,2.644,29.569,Medio
Liberia           ,50101,43248,2564.801,2.829,34.458,Alto Medio
Liberia           ,50101,43268,2521.339,2.879,30.141,Alto Medio
Liberia           ,50101,43272,2463.578,2.751,24.404,Bajo Medio
Liberia           ,50101,43278,2483.256,0.552,26.359,Bajo Medio
Liberia           ,50101,43324,2527.16,2.706,30.719,Alto Medio
Liberia           ,50101,43336,2478.275,7.93,25.864,Bajo Medio
Liberia           ,50101,43346,2491.701,0.0,27.198,Medio
Liberia           ,50101,43393,2472.502,3.01,25.291,Bajo Medio
Liberia           ,50101,43403,2570.578,0.0,35.032,Alto Medio
Liberia           ,50101,43438,2413.802,2.494,19.46,Bajo
Liberia           ,50101,43439,2405.154,4.212,18.602,Bajo
Liberia           ,50101,43450,2531.905,2.614,31.191,Alto Medio
Liberia           ,50101,43454,2507.134,2.482,28.73,Medio
Liberia           ,50101,43486,2520.082,2.901,30.016,Alto Medio
Liberia           ,50101,43489,2547.838,3.618,32.773,Alto Medio
Liberia           ,50101,43503,2467.448,0.57,24.789,Bajo Medio
Liberia           ,50101,43513,2416.6,0.594,19.738,Bajo
Liberia           ,50101,43514,2496.442,2.406,27.668,Medio
Liberia           ,50101,43516,2525.844,3.217,30.589,Alto Medio
Liberia           ,50101,43521,2484.329,2.657,26.465,Bajo Medio
Liberia           ,50101,43560,2487.499,0.61,26.78,Medio
Liberia           ,50101,43562,2521.764,2.758,30.183,Alto Medio
Liberia           ,50101,43572,2503.804,3.062,28.4,Medio
Liberia           ,50101,43577,2460.41,4.416,24.09,Bajo Medio
Liberia           ,50101,43584,2491.489,0.672,27.177,Medio
Liberia           ,50101,43586,2462.395,2.757,24.287,Bajo Medio
Liberia           ,50101,43592,2499.579,0.694,27.98,Medio
Liberia           ,50101,43611,2466.77,0.0,24.721,Bajo Medio
Liberia           ,50101,43616,2511.518,3.863,29.166,Medio
Liberia           ,50101,43634,2484.712,3.243,26.503,Bajo Medio
Liberia           ,50101,43653,2465.924,2.149,24.637,Bajo Medio
Liberia           ,50101,43656,2456.538,0.696,23.705,Bajo Medio
Liberia           ,50101,43659,2489.292,0.741,26.958,Medio
Liberia           ,50101,43662,2533.666,4.349,31.366,Alto Medio
Liberia           ,50101,43664,2537.228,2.47,31.719,Alto Medio
Liberia           ,50101,43713,2515.537,6.982,29.565,Medio
Liberia           ,50101,43717,2543.753,3.995,32.367,Alto Medio
Liberia           ,50101,43720,2522.573,0.0,30.264,Alto Medio
Liberia           ,50101,43722,2487.084,0.0,26.739,Medio
Liberia           ,50101,43733,2516.443,2.904,29.655,Medio
Liberia           ,50101,43734,2446.141,0.653,22.672,Bajo Medio
Liberia           ,50101,43763,2587.558,3.384,36.718,Alto
Liberia           ,50101,43767,2496.39,2.435,27.663,Medio
Liberia           ,50101,43771,2537.239,8.184,31.72,Alto Medio
Liberia           ,50101,43795,2446.007,0.663,22.659,Bajo Medio
Liberia           ,50101,43815,2502.593,3.514,28.279,Medio
Liberia           ,50101,43822,2411.125,15.792,19.195,Bajo
Liberia           ,50101,43835,2507.901,2.165,28.807,Medio
Liberia           ,50101,43869,2454.428,3.696,23.496,Bajo Medio
Liberia           ,50101,43874,2448.131,0.872,22.87,Bajo Medio
Liberia           ,50101,43884,2538.931,2.9,31.889,Alto Medio
Liberia           ,50101,43908,2493.884,2.863,27.414,Medio
Liberia           ,50101,43910,2462.566,4.091,24.304,Bajo Medio
Liberia           ,50101,43927,2475.543,2.439,25.593,Bajo Medio
Liberia           ,50101,43950,2446.445,2.059,22.703,Bajo Medio
Liberia           ,50101,43984,2507.835,0.892,28.8,Medio
Liberia           ,50101,43992,2530.589,4.272,31.06,Alto Medio
Liberia           ,50101,44006,2507.875,3.15,28.804,Medio
Liberia           ,50101,44010,2558.385,4.26,33.821,Alto Medio
Liberia           ,50101,44014,2463.336,0.0,24.38,Bajo Medio
Liberia           ,50101,44036,2535.765,3.291,31.574,Alto Medio
Liberia           ,50101,44041,2571.88,0.863,35.161,Alto Medio
Liberia           ,50101,44043,2560.464,10.253,34.027,Alto Medio
Liberia           ,50101,44044,2494.672,3.291,27.493,Medio
Liberia           ,50101,44047,2484.828,0.797,26.515,Bajo Medio
Liberia           ,50101,44063,2488.391,4.651,26.869,Medio
Liberia           ,50101,44081,2476.807,2.257,25.718,Bajo Medio
Liberia           ,50101,44085,2523.761,0.0,30.382,Alto Medio
Liberia           ,50101,44101,2540.543,3.643,32.049,Alto Medio
Liberia           ,50101,44126,2460.128,3.047,24.062,Bajo Medio
Liberia           ,50101,44145,2484.596,0.683,26.492,Bajo Medio
Liberia           ,50101,44161,2489.668,3.092,26.996,Medio
Liberia           ,50101,44167,2511.797,2.544,29.194,Medio
Liberia           ,50101,44193,2460.351,2.288,24.084,Bajo Medio
Liberia           ,50101,44203,2523.752,0.68,30.381,Alto Medio
Liberia           ,50101,44237,2455.804,2.832,23.632,Bajo Medio
Liberia           ,50101,44258,2503.295,3.234,28.349,Medio
Liberia           ,50101,44259,2560.323,92.163,34.013,Alto Medio
Liberia           ,50101,44263,2411.659,0.64,19.248,Bajo
Liberia           ,50101,44273,2503.726,2.633,28.392,Medio
Liberia           ,50101,44317,2527.24,3.714,30.727,Alto Medio
Liberia           ,50101,44329,2506.872,0.0,28.704,Medio
Liberia           ,50101,44344,2412.067,1.963,19.288,Bajo
Liberia           ,50101,44363,2407.58,2.239,18.843,Bajo
Liberia           ,50101,44375,2501.437,3.553,28.165,Medio
Liberia           ,50101,44382,2498.86,2.1,27.909,Medio
Liberia           ,50101,44387,2540.952,0.851,32.089,Alto Medio
Liberia           ,50101,44451,2484.251,3.29,26.458,Bajo Medio
Liberia           ,50101,44471,2514.677,2.905,29.48,Medio
Liberia           ,50101,44485,2475.569,3.127,25.595,Bajo Medio
Liberia           ,50101,44497,2577.659,3.434,35.735,Alto Medio
Liberia           ,50101,44511,2470.378,2.376,25.08,Bajo Medio
Liberia           ,50101,44513,2533.523,0.0,31.351,Alto Medio
Liberia           ,50101,44524,2533.869,2.625,31.386,Alto Medio
Liberia           ,50101,44539,2566.249,2.766,34.602,Alto Medio
Liberia           ,50101,44543,2483.984,2.726,26.431,Bajo Medio
Liberia           ,50101,44577,2530.641,0.909,31.065,Alto Medio
Liberia           ,50101,44583,2509.134,3.375,28.929,Medio
Liberia           ,50101,44667,2572.815,0.767,35.254,Alto Medio
Liberia           ,50101,44679,2502.007,2.907,28.221,Medio
Liberia           ,50101,44683,2492.883,0.0,27.315,Medio
Liberia           ,50101,44684,2526.069,0.801,30.611,Alto Medio
Liberia           ,50101,44690,2362.574,2.356,14.372,Bajo
Liberia           ,50101,44729,2371.403,0.878,15.249,Bajo
Liberia           ,50101,44732,2472.405,2.368,25.281,Bajo Medio
Liberia           ,50101,44745,2549.167,2.581,32.905,Alto Medio
Liberia           ,50101,44761,2505.653,2.512,28.583,Medio
Liberia           ,50101,44763,2526.101,0.0,30.614,Alto Medio
Liberia           ,50101,44776,2291.328,18.816,7.296,Bajo
Liberia           ,50101,44791,2492.376,3.826,27.265,Medio
Liberia           ,50101,44795,2453.306,0.67,23.384,Bajo Medio
Liberia           ,50101,44805,2549.394,2.735,32.928,Alto Medio
Liberia           ,50101,44819,2545.436,0.644,32.535,Alto Medio
Liberia           ,50101,44839,2507.526,0.714,28.769,Medio
Liberia           ,50101,44844,2501.509,2.576,28.172,Medio
Liberia           ,50101,44860,2516.524,0.686,29.663,Medio
Liberia           ,50101,44863,2497.549,0.0,27.778,Medio
Liberia           ,50101,44882,2528.527,2.953,30.855,Alto Medio
Liberia           ,50101,44895,2284.805,29.772,6.648,Bajo
Liberia           ,50101,44906,2536.658,0.0,31.663,Alto Medio
Liberia           ,50101,44907,2510.94,0.613,29.108,Medio
Liberia           ,50101,44938,2539.945,2.861,31.989,Alto Medio
Liberia           ,50101,44943,2494.399,3.239,27.466,Medio
Liberia           ,50101,44985,2473.481,0.772,25.388,Bajo Medio
Liberia           ,50101,44986,2515.747,3.605,29.586,Medio
Liberia           ,50101,44989,2564.246,4.347,34.403,Alto Medio
Liberia           ,50101,44994,2497.792,0.681,27.802,Medio
Liberia           ,50101,45011,2539.828,2.803,31.978,Alto Medio
Liberia           ,50101,45019,2504.134,2.402,28.432,Medio
Liberia           ,50101,45029,2492.065,0.595,27.234,Medio
Liberia           ,50101,45030,2501.363,2.829,28.157,Medio
Liberia           ,50101,45033,2465.924,2.44,24.637,Bajo Medio
Liberia           ,50101,45045,2538.12,2.664,31.808,Alto Medio
Liberia           ,50101,45085,2525.412,2.067,30.546,Alto Medio
Liberia           ,50101,45093,2522.025,0.0,30.209,Alto Medio
Liberia           ,50101,45095,2488.752,0.552,26.905,Medio
Liberia           ,50101,45118,2413.158,22.712,19.397,Bajo
Liberia           ,50101,45123,2549.142,2.734,32.903,Alto Medio
Liberia           ,50101,45139,2514.027,2.702,29.415,Medio
Liberia           ,50101,45220,2494.044,0.821,27.43,Medio
Liberia           ,50101,45246,2451.368,3.004,23.192,Bajo Medio
Liberia           ,50101,45260,2503.429,0.0,28.362,Medio
Liberia           ,50101,45289,2525.916,2.803,30.596,Alto Medio
Liberia           ,50101,45330,2518.3,2.739,29.839,Medio
Liberia           ,50101,45357,2498.719,2.783,27.895,Medio
Liberia           ,50101,45363,2515.133,3.319,29.525,Medio
Liberia           ,50101,45376,2518.479,2.568,29.857,Medio
Liberia           ,50101,45377,2481.009,2.35,26.136,Bajo Medio
Liberia           ,50101,45384,2503.694,2.713,28.389,Medio
Liberia           ,50101,45396,2519.298,2.94,29.939,Alto Medio
Liberia           ,50101,45401,2519.02,0.811,29.911,Alto Medio
Liberia           ,50101,45423,2461.24,0.0,24.172,Bajo Medio
Liberia           ,50101,45424,2514.368,3.509,29.449,Medio
Liberia           ,50101,45453,2505.894,2.029,28.607,Medio
Liberia           ,50101,45481,2498.252,2.66,27.848,Medio
Liberia           ,50101,45529,2520.164,0.0,30.025,Alto Medio
Liberia           ,50101,45547,2491.793,0.808,27.207,Medio
Liberia           ,50101,45589,2465.519,2.393,24.597,Bajo Medio
Liberia           ,50101,45593,2520.662,0.615,30.074,Alto Medio
Liberia           ,50101,45606,2493.905,0.766,27.417,Medio
Liberia           ,50101,45647,2523.746,2.716,30.38,Alto Medio
Liberia           ,50101,45682,2536.033,0.0,31.601,Alto Medio
Liberia           ,50101,45710,2506.21,2.458,28.639,Medio
Liberia           ,50101,45718,2455.126,0.56,23.565,Bajo Medio
Liberia           ,50101,45796,2521.289,0.798,30.136,Alto Medio
Liberia           ,50101,45797,2521.173,2.788,30.125,Alto Medio
Liberia           ,50101,45838,2552.181,2.505,33.205,Alto Medio
Liberia           ,50101,45841,2502.319,2.637,28.252,Medio
Liberia           ,50101,45891,2367.488,12.381,14.861,Bajo
Liberia           ,50101,45892,2575.631,2.646,35.534,Alto Medio
Liberia           ,50101,45899,2448.62,2.478,22.919,Bajo Medio
Liberia           ,50101,45917,2570.185,3.77,34.993,Alto Medio
Liberia           ,50101,45923,2522.442,2.813,30.251,Alto Medio
Liberia           ,50101,45927,2519.007,3.615,29.91,Medio
Liberia           ,50101,45934,2483.715,0.706,26.404,Bajo Medio
Liberia           ,50101,45956,2499.776,2.12,28.0,Medio
Liberia           ,50101,45990,2508.022,0.0,28.819,Medio
Liberia           ,50101,46000,2509.096,2.623,28.925,Medio
Liberia           ,50101,46003,2468.453,2.3,24.889,Bajo Medio
Liberia           ,50101,46005,2585.263,3.99,36.49,Alto
Liberia           ,50101,46010,2457.927,0.617,23.843,Bajo Medio
Liberia           ,50101,46020,2577.355,3.617,35.705,Alto Medio
Liberia           ,50101,72419,2265.035,1.583,4.685,Bajo
Liberia           ,50101,72420,2255.896,10.56,3.777,Bajo
Liberia           ,50101,72421,2286.648,4.963,6.831,Bajo
Liberia           ,50101,72422,2389.386,27.639,17.036,Bajo
Liberia           ,50101,72423,2309.649,42.959,9.116,Bajo
Liberia           ,50101,72424,2434.147,17.086,21.481,Bajo Medio
Liberia           ,50101,72425,2464.899,8.863,24.536,Bajo Medio
Liberia           ,50101,72426,2490.875,10.227,27.116,Medio
Liberia           ,50101,72427,2477.855,15.381,25.822,Bajo Medio
Liberia           ,50101,72428,2361.165,25.457,14.233,Bajo
Liberia           ,50101,72429,2341.417,10.359,12.271,Bajo
Liberia           ,50101,72430,2357.35,6.977,13.854,Bajo
Liberia           ,50101,72431,2390.639,17.418,17.16,Bajo
Liberia           ,50101,72432,2425.552,7.179,20.628,Bajo Medio
Liberia           ,50101,72433,2437.291,8.686,21.794,Bajo Medio
Liberia           ,50101,72434,2436.236,7.791,21.689,Bajo Medio
Liberia           ,50101,72435,2449.453,2.648,23.001,Bajo Medio
Liberia           ,50101,72436,2454.744,3.267,23.527,Bajo Medio
Liberia           ,50101,72437,2473.964,3.494,25.436,Bajo Medio
Liberia           ,50101,72438,2477.711,3.017,25.808,Bajo Medio
Liberia           ,50101,72439,2477.779,1.571,25.815,Bajo Medio
Liberia           ,50101,72440,2468.219,1.633,24.865,Bajo Medio
Liberia           ,50101,72441,2479.445,3.015,25.98,Bajo Medio
Liberia           ,50101,72442,2481.694,0.558,26.204,Bajo Medio
Liberia           ,50101,72443,2441.668,2.426,22.228,Bajo Medio
Liberia           ,50101,72444,2506.879,2.891,28.705,Medio
Liberia           ,50101,72445,2503.727,2.419,28.392,Medio
Liberia           ,50101,72446,2510.834,4.6,29.098,Medio
Liberia           ,50101,72447,2487.822,3.014,26.812,Medio
Liberia           ,50101,72448,2500.039,3.655,28.026,Medio
Liberia           ,50101,72449,2493.157,2.469,27.342,Medio
Liberia           ,50101,72450,2516.906,2.483,29.701,Medio
Liberia           ,50101,72451,2537.597,2.1,31.756,Alto Medio
Liberia           ,50101,72452,2549.229,5.334,32.911,Alto Medio
Liberia           ,50101,72453,2518.268,2.986,29.836,Medio
Liberia           ,50101,72454,2624.537,65.642,40.391,Alto
Liberia           ,50101,72455,2984.992,99.493,76.192,Alto
Liberia           ,50101,72456,2754.821,103.788,53.331,Alto
Liberia           ,50101,72457,2525.671,4.061,30.572,Alto Medio
Liberia           ,50101,72458,2285.065,4.217,6.674,Bajo
Liberia           ,50101,72459,2470.658,4.685,25.108,Bajo Medio
Liberia           ,50101,72460,2499.284,0.848,27.951,Medio
Liberia           ,50101,72461,2330.361,41.791,11.173,Bajo
Liberia           ,50101,72842,2519.622,14.488,29.971,Alto Medio
Cañas Dulces      ,50102,154,2777.456,4.39,55.579,Alto
Cañas Dulces      ,50102,769,2740.702,8.021,51.929,Alto
Cañas Dulces      ,50102,2406,2784.82,2.954,56.311,Alto
Cañas Dulces      ,50102,2887,2767.718,11.384,54.612,Alto
Cañas Dulces      ,50102,7600,2813.774,2.683,59.186,Alto
Cañas Dulces      ,50102,9217,2868.785,27.825,64.65,Alto
Cañas Dulces      ,50102,10925,2823.831,3.486,60.185,Alto
Cañas Dulces      ,50102,12666,2760.095,4.849,53.855,Alto
Cañas Dulces      ,50102,14543,3026.252,101.229,80.29,Alto
Cañas Dulces      ,50102,15738,2677.601,9.22,45.661,Alto
Cañas Dulces      ,50102,19816,2759.746,4.636,53.82,Alto
Cañas Dulces      ,50102,20249,2773.213,16.556,55.158,Alto
Cañas Dulces      ,50102,20998,2697.27,3.383,47.615,Alto
Cañas Dulces      ,50102,21713,2699.255,4.031,47.812,Alto
Cañas Dulces      ,50102,22735,2786.631,3.909,56.49,Alto
Cañas Dulces      ,50102,23147,2699.424,2.658,47.829,Alto
Cañas Dulces      ,50102,26437,2812.467,5.437,59.056,Alto
Cañas Dulces      ,50102,26617,2784.172,7.889,56.246,Alto
Cañas Dulces      ,50102,29528,2769.057,0.747,54.745,Alto
Cañas Dulces      ,50102,30219,2777.829,5.4,55.616,Alto
Cañas Dulces      ,50102,32903,2685.04,5.098,46.4,Alto
Cañas Dulces      ,50102,33318,2842.952,26.64,62.084,Alto
Cañas Dulces      ,50102,71397,2562.88,63.255,34.267,Alto Medio
Cañas Dulces      ,50102,71398,2682.536,57.846,46.152,Alto
Cañas Dulces      ,50102,71399,2717.966,27.267,49.671,Alto
Cañas Dulces      ,50102,71400,2871.231,78.8,64.893,Alto
Cañas Dulces      ,50102,71401,2769.413,30.583,54.78,Alto
Cañas Dulces      ,50102,71402,2749.895,6.007,52.842,Alto
Cañas Dulces      ,50102,71403,2767.81,3.658,54.621,Alto
Cañas Dulces      ,50102,71404,2816.476,11.801,59.455,Alto
Cañas Dulces      ,50102,71405,3030.899,59.86,80.751,Alto
Mayorga           ,50103,4086,3000.597,8.333,77.742,Alto
Mayorga           ,50103,7158,3001.565,23.508,77.838,Alto
Mayorga           ,50103,7216,3007.358,13.101,78.413,Alto
Mayorga           ,50103,8090,2962.868,13.244,73.995,Alto
Mayorga           ,50103,8562,3006.053,1.779,78.284,Alto
Mayorga           ,50103,9725,3061.465,9.763,83.787,Alto
Mayorga           ,50103,12113,3002.82,2.263,77.963,Alto
Mayorga           ,50103,14575,3061.146,3.434,83.756,Alto
Mayorga           ,50103,14985,2987.282,0.0,76.419,Alto
Mayorga           ,50103,15427,3003.852,2.837,78.065,Alto
Mayorga           ,50103,19061,3006.145,0.0,78.293,Alto
Mayorga           ,50103,19102,2989.147,1.901,76.605,Alto
Mayorga           ,50103,19598,3006.145,0.0,78.293,Alto
Mayorga           ,50103,27055,3034.734,22.415,81.132,Alto
Mayorga           ,50103,31332,3000.851,1.907,77.767,Alto
Mayorga           ,50103,31988,2991.04,2.657,76.793,Alto
Mayorga           ,50103,32169,3002.002,2.277,77.881,Alto
Mayorga           ,50103,35640,2986.813,5.904,76.373,Alto
Mayorga           ,50103,35807,3001.074,1.958,77.789,Alto
Mayorga           ,50103,36630,3122.619,30.274,89.861,Alto
Mayorga           ,50103,70754,3065.93,133.56,84.231,Alto
Mayorga           ,50103,70755,3224.699,29.748,100.0,Alto
Mayorga           ,50103,70756,3029.375,5.273,80.6,Alto
Mayorga           ,50103,70757,2840.464,55.924,61.837,Alto
Mayorga           ,50103,70758,2927.5,36.181,70.482,Alto
Nacascolo         ,50104,3409,2608.728,74.909,38.821,Alto
Nacascolo         ,50104,4562,2750.635,34.325,52.915,Alto
Nacascolo         ,50104,4647,2324.849,19.523,10.626,Bajo
Nacascolo         ,50104,5985,2453.193,17.044,23.373,Bajo Medio
Nacascolo         ,50104,6671,2301.886,0.999,8.345,Bajo
Nacascolo         ,50104,7958,2296.886,1.014,7.848,Bajo
Nacascolo         ,50104,9205,2298.906,1.399,8.049,Bajo
Nacascolo         ,50104,11862,2300.264,1.964,8.184,Bajo
Nacascolo         ,50104,12914,2304.91,1.462,8.645,Bajo
Nacascolo         ,50104,13008,2300.887,0.0,8.246,Bajo
Nacascolo         ,50104,15381,2818.705,27.64,59.676,Alto
Nacascolo         ,50104,17560,2295.816,0.858,7.742,Bajo
Nacascolo         ,50104,18909,2298.983,1.102,8.057,Bajo
Nacascolo         ,50104,20792,2793.921,34.949,57.215,Alto
Nacascolo         ,50104,21997,2295.282,2.687,7.689,Bajo
Nacascolo         ,50104,23130,2300.354,1.689,8.193,Bajo
Nacascolo         ,50104,24723,2467.274,63.004,24.771,Bajo Medio
Nacascolo         ,50104,25932,2615.381,63.252,39.482,Alto
Nacascolo         ,50104,28117,2296.214,5.216,7.782,Bajo
Nacascolo         ,50104,29907,2295.368,2.36,7.698,Bajo
Nacascolo         ,50104,32800,2409.434,18.818,19.027,Bajo
Nacascolo         ,50104,35203,2289.578,2.694,7.122,Bajo
Nacascolo         ,50104,35570,2404.277,16.153,18.514,Bajo
Nacascolo         ,50104,37589,2617.17,86.085,39.659,Alto
Nacascolo         ,50104,37727,2482.943,29.409,26.328,Bajo Medio
Nacascolo         ,50104,37760,2305.9,1.008,8.744,Bajo
Nacascolo         ,50104,38279,2294.996,0.22,7.661,Bajo
Nacascolo         ,50104,70093,2283.906,4.084,6.559,Bajo
Curubandé         ,50105,1289,2712.2,59.113,49.098,Alto
Curubandé         ,50105,2746,2554.165,0.899,33.402,Alto Medio
Curubandé         ,50105,2846,2745.356,19.761,52.391,Alto
Curubandé         ,50105,6459,2712.081,37.215,49.086,Alto
Curubandé         ,50105,7130,2524.72,5.451,30.477,Alto Medio
Curubandé         ,50105,8229,2569.717,3.545,34.946,Alto Medio
Curubandé         ,50105,8681,2645.005,46.307,42.424,Alto
Curubandé         ,50105,13091,2645.362,33.33,42.459,Alto
Curubandé         ,50105,14310,2573.995,3.037,35.371,Alto Medio
Curubandé         ,50105,15182,2521.212,0.76,30.129,Alto Medio
Curubandé         ,50105,16760,2515.406,2.599,29.552,Medio
Curubandé         ,50105,18122,2529.501,7.251,30.952,Alto Medio
Curubandé         ,50105,21568,2561.015,3.539,34.082,Alto Medio
Curubandé         ,50105,22459,2534.774,2.378,31.476,Alto Medio
Curubandé         ,50105,22579,2564.793,4.502,34.457,Alto Medio
Curubandé         ,50105,22923,2550.099,4.685,32.998,Alto Medio
Curubandé         ,50105,23571,2565.371,2.851,34.515,Alto Medio
Curubandé         ,50105,23723,2599.137,12.278,37.868,Alto
Curubandé         ,50105,26080,2558.227,0.866,33.805,Alto Medio
Curubandé         ,50105,26791,2539.112,2.764,31.906,Alto Medio
Curubandé         ,50105,30879,2550.061,5.962,32.994,Alto Medio
Curubandé         ,50105,35941,2745.0,22.544,52.356,Alto
Curubandé         ,50105,70094,2484.162,31.661,26.449,Bajo Medio
Curubandé         ,50105,70095,2558.844,3.335,33.866,Alto Medio
Curubandé         ,50105,70096,2521.132,2.717,30.121,Alto Medio
Curubandé         ,50105,70097,2530.492,4.934,31.05,Alto Medio
Curubandé         ,50105,70098,2571.57,17.933,35.13,Alto Medio
Curubandé         ,50105,70099,2609.588,22.887,38.906,Alto
Curubandé         ,50105,70100,2805.14,11.189,58.329,Alto
Curubandé         ,50105,70101,2961.158,132.339,73.825,Alto
Curubandé         ,50105,70102,2752.386,28.882,53.089,Alto
Curubandé         ,50105,72849,2541.306,6.411,32.124,Alto Medio
